Invoice,Date,Month,Country,TransactionType,PrimaryIssue,IssueMask,ReviewStatus,SourceRows,FlaggedRows,RuleHits,MissingCustomerRows,MissingDescriptionRows,DuplicateRows,ZeroPriceRows,NegativePriceRows,AdjustmentRows,PositiveValue,FlaggedPositiveValue,DuplicatePositiveValue,UnidentifiedPositiveValue,SignedValue,FirstSourceRow
540150,2011-01-05,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,1,1,1,1,0,0,0,0,0,38.25,38.25,0.0,38.25,38.25,43857
540153,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,331.6,0.0,0.0,0.0,331.6,43860
540154,2011-01-05,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,287,287,287,287,0,0,0,0,0,1854.39,1854.39,0.0,1854.39,1854.39,43867
540157,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,51,0,0,0,0,0,0,0,0,1145.33,0.0,0.0,0.0,1145.33,44156
540159,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,72.0,0.0,0.0,0.0,72.0,44215
540160,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,2574.48,0.0,0.0,0.0,2574.48,44217
540161,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,152.45,0.0,0.0,0.0,152.45,44220
540162,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,95.65,0.0,0.0,0.0,95.65,44236
540163,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,54,0,0,0,0,0,0,0,0,958.93,0.0,0.0,0.0,958.93,44242
540166,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,660.0,0.0,0.0,0.0,660.0,44314
540167,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,125.86,0.0,0.0,0.0,125.86,44317
540168,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,52,0,0,0,0,0,0,0,0,445.22,0.0,0.0,0.0,445.22,44326
540169,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,24,0,0,0,0,0,0,0,0,229.75,0.0,0.0,0.0,229.75,44378
540170,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,170.4,0.0,0.0,0.0,170.4,44402
540172,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,18,0,0,0,0,0,0,0,0,138.98,0.0,0.0,0.0,138.98,44408
540173,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,116.0,0.0,0.0,0.0,116.0,44426
540174,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,102.0,0.0,0.0,0.0,102.0,44427
540175,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,1910.4,0.0,0.0,0.0,1910.4,44428
540176,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,34,0,0,0,0,0,0,0,0,3862.14,0.0,0.0,0.0,3862.14,44429
540178,2011-01-05,2011-01,France,Positive sale line,No rule triggered,0,No rule triggered,34,0,0,0,0,0,0,0,0,556.07,0.0,0.0,0.0,556.07,44463
540179,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,54,0,0,0,0,0,0,0,0,481.14,0.0,0.0,0.0,481.14,44498
540180,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,107.89,0.0,0.0,0.0,107.89,44552
540181,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,199.44,0.0,0.0,0.0,199.44,44564
540182,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,229.56,0.0,0.0,0.0,229.56,44566
540183,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,1220.4,0.0,0.0,0.0,1220.4,44572
540184,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,119.3,0.0,0.0,0.0,119.3,44593
540185,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,29,0,0,0,0,0,0,0,0,344.81,0.0,0.0,0.0,344.81,44599
540186,2011-01-05,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,2,2,2,2,0,0,0,0,0,7.95,7.95,0.0,7.95,7.95,44628
540187,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,41,0,0,0,0,0,0,0,0,653.86,0.0,0.0,0.0,653.86,44630
540188,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,34,0,0,0,0,0,0,0,0,296.66,0.0,0.0,0.0,296.66,44671
540227,2011-01-05,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,1,1,1,1,0,0,0,0,0,4.95,4.95,0.0,4.95,4.95,44705
540238,2011-01-05,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,91,91,91,91,0,0,0,0,0,583.37,583.37,0.0,583.37,583.37,44706
540239,2011-01-05,2011-01,France,Positive sale line,No rule triggered,0,No rule triggered,40,0,0,0,0,0,0,0,0,835.11,0.0,0.0,0.0,835.11,44797
540240,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,28,0,0,0,0,0,0,0,0,417.81,0.0,0.0,0.0,417.81,44837
540241,2011-01-05,2011-01,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,44865
540242,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,29,0,0,0,0,0,0,0,0,511.95,0.0,0.0,0.0,511.95,44866
540245,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,379.44,0.0,0.0,0.0,379.44,44906
540247,2011-01-05,2011-01,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,2,2,2,0,0,2,0,0,0,4.2,4.2,4.2,0.0,4.2,45017
540247,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,155,0,0,0,0,0,0,0,0,1044.65,0.0,0.0,0.0,1044.65,44928
540248,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,43,0,0,0,0,0,0,0,0,583.45,0.0,0.0,0.0,583.45,45085
540249,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,305.74,0.0,0.0,0.0,305.74,45128
540251,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,12.75,0.0,0.0,0.0,12.75,45151
540252,2011-01-05,2011-01,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,45152
540253,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,1263.72,0.0,0.0,0.0,1263.72,45153
540255,2011-01-05,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,235,235,235,235,0,0,0,0,0,1331.8,1331.8,0.0,1331.8,1331.8,45161
540256,2011-01-05,2011-01,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,45396
540257,2011-01-05,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,238.55,0.0,0.0,0.0,238.55,45397
540258,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,682.8,0.0,0.0,0.0,682.8,45410
540259,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,417.3,0.0,0.0,0.0,417.3,45413
540260,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,41,0,0,0,0,0,0,0,0,771.29,0.0,0.0,0.0,771.29,45434
540261,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,730.88,0.0,0.0,0.0,730.88,45475
540262,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,242.55,0.0,0.0,0.0,242.55,45488
540263,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,169.8,0.0,0.0,0.0,169.8,45489
540264,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,432.0,0.0,0.0,0.0,432.0,45494
540265,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,253.1,0.0,0.0,0.0,253.1,45495
540267,2011-01-06,2011-01,Australia,Positive sale line,No rule triggered,0,No rule triggered,46,0,0,0,0,0,0,0,0,7011.38,0.0,0.0,0.0,7011.38,45513
540268,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,53,0,0,0,0,0,0,0,0,1489.18,0.0,0.0,0.0,1489.18,45559
540269,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,186.0,0.0,0.0,0.0,186.0,45612
540272,2011-01-06,2011-01,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,45625
540273,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,563.15,0.0,0.0,0.0,563.15,45626
540274,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,211.8,0.0,0.0,0.0,211.8,45643
540275,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,1520.11,0.0,0.0,0.0,1520.11,45648
540276,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,1520.11,0.0,0.0,0.0,1520.11,45669
540277,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,31,0,0,0,0,0,0,0,0,3120.22,0.0,0.0,0.0,3120.22,45690
540278,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,104,0,0,0,0,0,0,0,0,433.04,0.0,0.0,0.0,433.04,45721
540279,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,35.4,0.0,0.0,0.0,35.4,45825
540280,2011-01-06,2011-01,Australia,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,143.0,0.0,0.0,0.0,143.0,45826
540288,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,74,0,0,0,0,0,0,0,0,785.65,0.0,0.0,0.0,785.65,45828
540316,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,29,0,0,0,0,0,0,0,0,464.82,0.0,0.0,0.0,464.82,45918
540345,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,621.9,0.0,0.0,0.0,621.9,45947
540348,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,28,0,0,0,0,0,0,0,0,224.11,0.0,0.0,0.0,224.11,45957
540349,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,42,0,0,0,0,0,0,0,0,660.15,0.0,0.0,0.0,660.15,45986
540350,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,57,0,0,0,0,0,0,0,0,108.45,0.0,0.0,0.0,108.45,46028
540351,2011-01-06,2011-01,France,Positive sale line,No rule triggered,0,No rule triggered,22,0,0,0,0,0,0,0,0,319.77,0.0,0.0,0.0,319.77,46085
540352,2011-01-06,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,335,335,335,335,0,0,0,0,0,2094.11,2094.11,0.0,2094.11,2094.11,46107
540353,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,69,0,0,0,0,0,0,0,0,499.89,0.0,0.0,0.0,499.89,46442
540354,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,623.68,0.0,0.0,0.0,623.68,46511
540355,2011-01-06,2011-01,United Kingdom,Adjustment / non-sale,Zero unit price,9,Review required,1,1,2,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,46581
540355,2011-01-06,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,113,113,113,113,0,0,0,0,0,3401.94,3401.94,0.0,3401.94,3401.94,46527
540356,2011-01-06,2011-01,United Kingdom,Adjustment / non-sale,Zero unit price,9,Review required,1,1,2,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,46675
540356,2011-01-06,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,52,52,52,52,0,0,0,0,0,513.86,513.86,0.0,513.86,513.86,46641
540357,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,42,0,0,0,0,0,0,0,0,1374.46,0.0,0.0,0.0,1374.46,46694
540358,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,369.14,0.0,0.0,0.0,369.14,46736
540359,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,27,0,0,0,0,0,0,0,0,377.7,0.0,0.0,0.0,377.7,46745
540361,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,304.2,0.0,0.0,0.0,304.2,46774
540362,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,31,0,0,0,0,0,0,0,0,162.7,0.0,0.0,0.0,162.7,46780
540363,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,185.1,0.0,0.0,0.0,185.1,46811
540364,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,45,0,0,0,0,0,0,0,0,317.06,0.0,0.0,0.0,317.06,46814
540365,2011-01-06,2011-01,France,Positive sale line,No rule triggered,0,No rule triggered,24,0,0,0,0,0,0,0,0,479.25,0.0,0.0,0.0,479.25,46859
540369,2011-01-06,2011-01,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,46885
540370,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,76.32,0.0,0.0,0.0,76.32,46886
540371,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,309.55,0.0,0.0,0.0,309.55,46887
540372,2011-01-06,2011-01,United Kingdom,Adjustment / non-sale,Zero unit price,8,Review required,2,2,2,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,47070
540372,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,169,0,0,0,0,0,0,0,0,3527.64,0.0,0.0,0.0,3527.64,46902
540373,2011-01-06,2011-01,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,3,3,3,0,0,3,0,0,0,16.4,16.4,16.4,0.0,16.4,47084
540373,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,34,0,0,0,0,0,0,0,0,290.95,0.0,0.0,0.0,290.95,47073
540374,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,303.36,0.0,0.0,0.0,303.36,47110
540375,2011-01-06,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,1,1,1,1,0,0,0,0,0,12.75,12.75,0.0,12.75,12.75,47123
540383,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,406.77,0.0,0.0,0.0,406.77,47134
540387,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,175.15,0.0,0.0,0.0,175.15,47147
540395,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,237.65,0.0,0.0,0.0,237.65,47175
540396,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,969.24,0.0,0.0,0.0,969.24,47195
540397,2011-01-06,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,37,0,0,0,0,0,0,0,0,236.02,0.0,0.0,0.0,236.02,47205
540399,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,9.3,0.0,0.0,0.0,9.3,47243
540401,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,797.6,0.0,0.0,0.0,797.6,47248
540402,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,26,0,0,0,0,0,0,0,0,557.56,0.0,0.0,0.0,557.56,47250
540404,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,301.66,0.0,0.0,0.0,301.66,47277
540405,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,582.0,0.0,0.0,0.0,582.0,47293
540406,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,495.0,0.0,0.0,0.0,495.0,47298
540407,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,427.47,0.0,0.0,0.0,427.47,47301
540408,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,637.5,0.0,0.0,0.0,637.5,47312
540409,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,504.25,0.0,0.0,0.0,504.25,47313
540410,2011-01-07,2011-01,Germany,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,387.4,0.0,0.0,0.0,387.4,47330
540411,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,311.07,0.0,0.0,0.0,311.07,47343
540412,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,18,0,0,0,0,0,0,0,0,303.0,0.0,0.0,0.0,303.0,47354
540413,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,331.55,0.0,0.0,0.0,331.55,47372
540414,2011-01-07,2011-01,Germany,Positive sale line,No rule triggered,0,No rule triggered,24,0,0,0,0,0,0,0,0,603.09,0.0,0.0,0.0,603.09,47392
540415,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,48,0,0,0,0,0,0,0,0,523.05,0.0,0.0,0.0,523.05,47416
540416,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,149.41,0.0,0.0,0.0,149.41,47464
540418,2011-01-07,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,352,352,352,352,0,0,0,0,0,2688.72,2688.72,0.0,2688.72,2688.72,47493
540420,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,207.25,0.0,0.0,0.0,207.25,47845
540452,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,325.44,0.0,0.0,0.0,325.44,47851
540453,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,23,0,0,0,0,0,0,0,0,302.45,0.0,0.0,0.0,302.45,47852
540454,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,368.52,0.0,0.0,0.0,368.52,47875
540455,2011-01-07,2011-01,France,Positive sale line,No rule triggered,0,No rule triggered,22,0,0,0,0,0,0,0,0,730.16,0.0,0.0,0.0,730.16,47883
540456,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,188.0,0.0,0.0,0.0,188.0,47905
540457,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,102.5,0.0,0.0,0.0,102.5,47916
540458,2011-01-07,2011-01,Germany,Positive sale line,No rule triggered,0,No rule triggered,149,0,0,0,0,0,0,0,0,2169.39,0.0,0.0,0.0,2169.39,47920
540459,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,479.1,0.0,0.0,0.0,479.1,48069
540460,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,104.76,0.0,0.0,0.0,104.76,48079
540461,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,122.1,0.0,0.0,0.0,122.1,48092
540462,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,434.95,0.0,0.0,0.0,434.95,48100
540463,2011-01-07,2011-01,France,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,334.93,0.0,0.0,0.0,334.93,48116
540464,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,52,0,0,0,0,0,0,0,0,1429.9,0.0,0.0,0.0,1429.9,48131
540465,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,83.7,0.0,0.0,0.0,83.7,48183
540466,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,306.0,0.0,0.0,0.0,306.0,48186
540467,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,19,0,0,0,0,0,0,0,0,300.54,0.0,0.0,0.0,300.54,48187
540468,2011-01-07,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,334,334,334,334,0,0,0,0,0,2311.53,2311.53,0.0,2311.53,2311.53,48206
540469,2011-01-07,2011-01,Spain,Positive sale line,No rule triggered,0,No rule triggered,98,0,0,0,0,0,0,0,0,1138.67,0.0,0.0,0.0,1138.67,48540
540471,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,39,0,0,0,0,0,0,0,0,688.45,0.0,0.0,0.0,688.45,48639
540472,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,18,0,0,0,0,0,0,0,0,335.8,0.0,0.0,0.0,335.8,48678
540473,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,131,0,0,0,0,0,0,0,0,716.11,0.0,0.0,0.0,716.11,48696
540474,2011-01-07,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,3,3,3,3,0,0,0,0,0,6.6,6.6,0.0,6.6,6.6,48827
540475,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,141.48,0.0,0.0,0.0,141.48,48830
540476,2011-01-07,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,1,1,1,1,0,0,0,0,0,4.25,4.25,0.0,4.25,4.25,48839
540477,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,304.24,0.0,0.0,0.0,304.24,48840
540478,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,2970.0,0.0,0.0,0.0,2970.0,48857
540479,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,135.9,0.0,0.0,0.0,135.9,48865
540480,2011-01-07,2011-01,Germany,Positive sale line,No rule triggered,0,No rule triggered,42,0,0,0,0,0,0,0,0,816.25,0.0,0.0,0.0,816.25,48875
540481,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,165.88,0.0,0.0,0.0,165.88,48917
540482,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,34,0,0,0,0,0,0,0,0,285.28,0.0,0.0,0.0,285.28,48925
540489,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,39,0,0,0,0,0,0,0,0,559.85,0.0,0.0,0.0,559.85,48959
540493,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,300.74,0.0,0.0,0.0,300.74,48998
540495,2011-01-07,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,1,1,1,1,0,0,0,0,0,10.9,10.9,0.0,10.9,10.9,49013
540496,2011-01-07,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,328.54,0.0,0.0,0.0,328.54,49014
540497,2011-01-07,2011-01,United Kingdom,Positive sale line,Customer ID missing,1,Review required,2,2,2,2,0,0,0,0,0,16.8,16.8,0.0,16.8,16.8,49034
540498,2011-01-09,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,268.8,0.0,0.0,0.0,268.8,49036
540499,2011-01-09,2011-01,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,2,2,2,0,0,2,0,0,0,17.0,17.0,17.0,0.0,17.0,49065
540499,2011-01-09,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,22,0,0,0,0,0,0,0,0,348.2,0.0,0.0,0.0,348.2,49046
540500,2011-01-09,2011-01,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,390.3,0.0,0.0,0.0,390.3,49070
